Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
For Rent in Liberty Village Toronto: One Bedroom + Den Condo,,"19 Western Battery Road, Toronto, ON, M5A 0M8",2024-03-12 00:08:39,Condo,1 + Den,1,,Not Included,0,1 Year,"March 1, 2024",Limited,601,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-in-liberty-village-toronto:-one-bedroom-den-condo/1684970046
"121, 131 Minerva Avenue, 3744 St. Clair Ave. E. - Two Bedroom Ap",2590,"131 Minerva Avenue, Scarborough, ON, M1M 1V9",2024-03-12 00:08:18,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,No,,,"These 3 low-rise buildings are nestled in an established residential neighbourhood. One of the most sought after high school districts - RH Academy and Cardinal Newman Catholic Secondary School. Enjoy hot summer weekends in our outdoor pool. TTC at your doorstep and the Scarborough GO station is nearby. Call us today to book a showing! For 121 Minerva call 416-261-6345, 131 Minerva call 416-264-4911 and for 3744 St. Clair call 416-266-2506. Call or email us today, we have non-contact options available for tours and signing, and are looking forward to working with you.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/121-131-minerva-avenue-3744-st-clair-ave-e-two-bedroom-ap/1680066575
One Month Free!! - Newly Designed Suites Available Now,1899,"109 Jameson Avenue, Toronto, ON, M6K 6K2",2024-03-12 00:08:16,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"August 1, 2023",Yes,456,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,"Equal portions of charm and sophistication, newly designed studios, 1 bedroom plus den and 2 bedrooms plus den. All suites are newly renovated to include new kitchens with 4 stainless steel appliances, bathroom with water saving devices, luxury vinyl plank floor, energy saving lighting including new windows throughout.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-month-free-newly-designed-suites-available-now/1666267113
One Month Free!! - Newly Designed Suites Available Now,2727,"109 Jameson Avenue, Toronto, ON, M6K 6K2",2024-03-12 00:08:16,Apartment,2 + Den,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"August 1, 2023",Yes,933,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,South Parkdale/King West,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-month-free-newly-designed-suites-available-now/1666267112
Yonge Eglinton Apartments — Orchard View - 1 Bdrm available at 3,2330,"33 Orchard View Boulevard, Toronto, ON, M4R 2E9",2024-03-12 00:05:44,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,680,No,Yes,Balcony,No,Laundry (In Building),"Gym, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-eglinton-apartments-orchard-view-1-bdrm-available-at-3/1663969939
"Short Term Rental - Up to 4 Months (May 1-August 31, 2024)",3800,"Dundas Street East, Toronto, ON",2024-03-12 00:04:29,,,,,,,,,No,,Yes,,,,,,"Short Term All Inclusive Fully Furnished Rental – 4 Months up to August 31, 2024.
A fully furnished apartment, in the heart of downtown Toronto, is only steps away from the TMU Campus and Yonge-Dundas Square. Comes with a large north facing balcony with an unobstructed view of the city. Featuring two bedrooms and two bathrooms, one of the bathrooms being Ensuite. Both bedrooms come with full-sized beds, desks, and roomy closets. Appliances include a Washer and Dryer (in the unit), electric stove, fridge and freezer, dishwasher, air fryer, microwave, and toaster. Plates and utensils, etc. are also included. All utilities and Wi-Fi are included in the rent. There is an on-site gym with cardio, yoga, and weight rooms. There is also an outdoor pool, rooftop patio area with a Barbecue. Entry is overseen by 24-hour security and Concierge Services.",8 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/short-term-rental-up-to-4-months-may-1-august-31-2024/1687959449
Room For Rent,930,"Faywood Blvd, North York, ON M3H",2024-03-12 00:04:25,,,,,,,,,No,,Yes,,,,,,"Located near Wilson Heights and Sheppard
Close subway stations: Wilson Station and Sheppard West
Easy access to TTC
Banks and grocery stores nearby
Kitchen and bedroom fully furnished
Wifi and all utilities included
Kitchen and bathroom shared
No fixed terms. No additional fees.
$930/ month",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687959446
Stunning Lotus Room near York University and Humber College YYZ,60,"North York, ON M9L 2N2",2024-03-12 00:04:21,,,,,,,,,No,,Yes,,,,,,"I'm in West Toronto (near Islington and Steeles/Finch), an easy commute to Humber College Main (North) Campus or York University Main (Keele) Campus.",,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/stunning-lotus-room-near-york-university-and-humber-college-yyz/1687959444
2 beds 1 bath basement available March/April $2100+40% utilities,2100,"Scarborough, ON M1E 5J4",2024-03-12 00:03:56,Basement,2,1,,Internet,1,1 Year,"March 11, 2024",No,"1,300",No,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,Newly renovated basement of a beautiful house in the west hill Scarborough area includes the following : 2 bedrooms 1 washroom 1 store room 1 cold room with kitchen included in Rent,17 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-1-bath-basement-available-march-april-2100-40-utilities/1687959328
Available April 1st Large furnished private room +own bathroom,1600,"Toronto, ON M6J 1R1",2024-03-12 00:02:59,,,,,,,,,No,,Yes,,,,,,"Available Apirl 1st Large furnished private room with own private bathroom shared kitchen between 3rooms at main floor. Located at Trinitiy Bellwood. A great location, all included utilities. Minutes away from public transit, popular cafes, restaurants, supermarkets, drugstores, specially shops & more. Easy access to popular attractions in the city. Queen size bed comfortably sleeps 2
single :$1600
two people :$1700",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/available-april-1st-large-furnished-private-room-own-bathroom/1687959251
Available Now/April Large furnished private room + own bathroom,1500,"Toronto, ON M6J 1R1",2024-03-11 23:59:19,,,,,,,,,No,,Yes,,,,,,"Available NOW/ Apirl 1st Large furnished private room with own private bathroom shared kitchen between 3rooms at main floor. Located at Trinitiy Bellwood. A great location, all included utilities. Minutes away from public transit, popular cafes, restaurants, supermarkets, drugstores, specially shops & more. Easy access to popular attractions in the city. Queen size bed comfortably sleeps 2
single :$1500
two people :$1600",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/available-now-april-large-furnished-private-room-own-bathroom/1687958944
room for rent,630,"Scarborough, ON M1K 4M3",2024-03-11 23:59:16,,,,,,,,,No,,Yes,,,,,,"looking for student non smoke drinker , party any pet available now good location for everythings market mall bus close to centennial college and kennedy subway station please not send me message here just my mobile text me or call me and whatsapp me 6475002224",13 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687958937
Private room for male,750,"Moira Ave, Toronto, M1K 1B5",2024-03-11 23:58:58,,,,,,,,,,,Yes,,,,,,"Private room for rent
Danforth Rd, Scarborough, ON M1K 1E1, Canada
Furnished Private room with Chair + Table + Sifa in room. Very convenient Location!!! : 24/7 TTC, Library, Grocery, Bank, Tim Hortons, Many Restaurants only 5 mins walk! Total 3 people in the basement.
Shared Kitchen and Washroom.
NEW RENOVATED WASHROOM!
Address: M1K1X2, Birchmount Rd/Danforth Rd
Available: April 1st
REQUIRED**********
Street parking - First and Last rent required, Must be clean and responsible, Paystub, Refrences **********
☑️Private room
☑️No Parking
Basement has 3 rooms.
No Room Sharing
Other tenants are from India/Bangladesh",38 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-male/1687958911
Luxurious Brand New 1+1 Condo Available for Lease in North York!,2450,"Markham, ON L3R",2024-03-11 23:58:36,Condo,1 + Den,1,,Internet,0,1 Year,"March 12, 2025",No,650,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","A brand new luxury apartment in North York, Toronto (Eglinton Ave E & Leslie) is now available for rent. This 30-story unit features 1 bedroom plus a den, which can be used as a second bedroom. The apartment boasts an open-concept kitchen with brand new stainless steel appliances, including a washer and dryer. The rooms are bright and spacious with floor-to-ceiling windows. The bathroom is elegantly designed and clean, ensuring your comfort. The building amenities are meticulously designed to high-end fashion standards, including a gym, swimming pool, spa, party room, yoga studio, spin studio, BBQ area, and more. The Eglinton Crosstown LRT is opening soon, providing convenient transportation, and the apartment is just minutes away from the highway, supermarkets, and dining options. Surrounded by four major parks, it offers a natural oasis. Students or young professionals are welcome to schedule a viewing!",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-brand-new-1-1-condo-available-for-lease-in-north-york/1687958884
Private Bedroom with Shared Bathrooms in Downtown Toronto,1990,"College Street, Toronto, ON M5T 1R5",2024-03-11 23:57:15,,,,,,,,,No,,Yes,,,,,,Hey there!,4 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-bedroom-with-shared-bathrooms-in-downtown-toronto/1687958785
Room for rent,800,"151 Gradwell Dr, Scarborough, ON M1M 2N4",2024-03-11 23:57:07,,,,,,,,,,,No,,,,,,Room for rent 800$ plus utilities private or share it for $1000 plus utilities two person,11 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687958773
room for rent,630,"Scarborough, ON M1K 4M3",2024-03-11 23:55:10,,,,,,,,,No,,Yes,,,,,,"looking for student non smoke drinker , party any pet available now good location for everythings market mall bus close to kennedy subway station please not send me message here just my mobile text me or call me and whatsapp me 6475002224",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687958624
DAILY BEAUTY/AESTHETICS/SPA ROOM RENTAL,100,"Etobicoke, ON M8V",2024-03-11 23:52:47,,,,,,,,,,,Yes,,,,,,"- Amazing location at Royal York and The Queensway with ample parking
- Furnished room inside an established salon currently offering hair, nails, facials, laser hair removal, teeth whitening
- Ideal for PMU artists, lash techs, waxing/threading
- Full access for the day",8 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/daily-beauty-aesthetics-spa-room-rental/1687958413
available for student only boys,500,"300 Borough Dr, Scarborough, ON M1P 4P5",2024-03-11 23:51:27,,,,,,,,,,,No,,,,,,"near scorbrough town centre available for 2
1 room is available in 3bhk appartment near scorbough town centre accesable to ttc",8 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/available-for-student-only-boys/1687958311
